id,team_api_id,team_long_name,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression
31925,8245,Korona Kielce,2010-02-22 00:00:00,30,45,45,35,70,50,70
31925,8245,Korona Kielce,2011-02-22 00:00:00,67,66,49,49,69,57,48
31925,8245,Korona Kielce,2012-02-22 00:00:00,75,62,48,53,68,58,43
31925,8245,Korona Kielce,2013-09-20 00:00:00,70,50,48,53,68,58,43
31925,8245,Korona Kielce,2014-09-19 00:00:00,73,50,64,53,36,30,43
31925,8245,Korona Kielce,2015-09-10 00:00:00,59,50,64,53,36,30,43
31928,8021,Zagłębie Lubin,2010-02-22 00:00:00,55,60,30,40,70,70,70
31928,8021,Zagłębie Lubin,2011-02-22 00:00:00,54,37,48,38,37,47,58
31928,8021,Zagłębie Lubin,2012-02-22 00:00:00,33,38,67,52,73,58,47
31928,8021,Zagłębie Lubin,2013-09-20 00:00:00,33,38,67,52,48,58,47
31928,8021,Zagłębie Lubin,2014-09-19 00:00:00,33,51,38,63,48,58,38
32409,8024,Widzew Łódź,2011-02-22 00:00:00,63,48,48,68,53,37,58
32409,8024,Widzew Łódź,2012-02-22 00:00:00,66,72,70,61,54,32,32
32409,8024,Widzew Łódź,2013-09-20 00:00:00,66,59,43,61,54,32,43
32409,8024,Widzew Łódź,2014-09-19 00:00:00,66,72,66,67,51,36,38
32891,8033,Podbeskidzie Bielsko-Biała,2012-02-22 00:00:00,54,51,48,47,42,47,57
32891,8033,Podbeskidzie Bielsko-Biała,2013-09-20 00:00:00,54,51,48,47,42,47,57
32891,8033,Podbeskidzie Bielsko-Biała,2014-09-19 00:00:00,72,66,66,51,49,29,35
32891,8033,Podbeskidzie Bielsko-Biała,2015-09-10 00:00:00,68,66,66,51,49,29,35
33377,8023,Pogoń Szczecin,2013-09-20 00:00:00,67,54,56,62,67,47,47
33377,8023,Pogoń Szczecin,2014-09-19 00:00:00,50,36,52,36,52,50,60
33377,8023,Pogoń Szczecin,2015-09-10 00:00:00,50,36,52,40,52,57,54
33855,8027,Zawisza Bydgoszcz,2014-09-19 00:00:00,54,40,67,49,52,44,47
33855,8027,Zawisza Bydgoszcz,2015-09-10 00:00:00,54,40,46,49,52,44,47
34337,8019,Górnik Łęczna,2015-09-10 00:00:00,41,59,41,44,54,52,47
35283,9773,FC Porto,2010-02-22 00:00:00,30,30,60,60,60,30,30
35283,9773,FC Porto,2011-02-22 00:00:00,50,50,50,65,65,55,43
35283,9773,FC Porto,2012-02-22 00:00:00,52,53,56,72,68,61,49
35283,9773,FC Porto,2013-09-20 00:00:00,52,53,56,72,68,58,60
35283,9773,FC Porto,2014-09-19 00:00:00,52,53,56,66,68,58,60
35283,9773,FC Porto,2015-09-10 00:00:00,70,53,56,66,68,58,60
35284,9807,CF Os Belenenses,2010-02-22 00:00:00,30,30,55,45,60,30,30
35284,9807,CF Os Belenenses,2014-09-19 00:00:00,52,52,40,37,48,38,48
35284,9807,CF Os Belenenses,2015-09-10 00:00:00,51,52,43,37,48,38,48
35285,9768,Sporting CP,2010-02-22 00:00:00,30,30,55,60,55,30,30
35285,9768,Sporting CP,2011-02-22 00:00:00,50,35,65,65,35,55,45
35285,9768,Sporting CP,2012-02-22 00:00:00,53,56,67,68,69,52,49
35285,9768,Sporting CP,2013-09-20 00:00:00,53,56,67,68,60,52,49
35285,9768,Sporting CP,2014-09-19 00:00:00,55,56,42,50,55,60,60
35285,9768,Sporting CP,2015-09-10 00:00:00,57,56,42,50,55,60,60
35287,7844,Vitória Guimarães,2010-02-22 00:00:00,30,30,55,55,55,30,30
35287,7844,Vitória Guimarães,2011-02-22 00:00:00,65,47,65,50,49,55,55
35287,7844,Vitória Guimarães,2012-02-22 00:00:00,40,39,53,68,58,50,59
35287,7844,Vitória Guimarães,2013-09-20 00:00:00,40,39,53,68,58,50,59
35287,7844,Vitória Guimarães,2014-09-19 00:00:00,40,39,53,62,58,37,40
35287,7844,Vitória Guimarães,2015-09-10 00:00:00,40,39,53,62,58,37,40
35288,10238,Vitória Setúbal,2010-02-22 00:00:00,30,30,60,50,55,30,30
35288,10238,Vitória Setúbal,2011-02-22 00:00:00,50,50,50,65,50,35,55
35288,10238,Vitória Setúbal,2012-02-22 00:00:00,56,42,54,52,52,37,37
35288,10238,Vitória Setúbal,2013-09-20 00:00:00,56,42,54,52,52,37,37
35288,10238,Vitória Setúbal,2014-09-19 00:00:00,56,42,54,52,52,37,37
35288,10238,Vitória Setúbal,2015-09-10 00:00:00,58,42,54,52,52,37,37
35289,6403,FC Paços de Ferreira,2010-02-22 00:00:00,30,30,50,60,60,30,30
35289,6403,FC Paços de Ferreira,2011-02-22 00:00:00,50,50,50,49,49,45,55
35289,6403,FC Paços de Ferreira,2012-02-22 00:00:00,38,39,52,53,52,36,39
35289,6403,FC Paços de Ferreira,2013-09-20 00:00:00,50,39,52,53,52,36,39
35289,6403,FC Paços de Ferreira,2014-09-19 00:00:00,38,39,52,53,52,36,39
35289,6403,FC Paços de Ferreira,2015-09-10 00:00:00,63,39,64,53,52,36,39
35290,10264,SC Braga,2010-02-22 00:00:00,30,30,55,50,60,30,30
35290,10264,SC Braga,2011-02-22 00:00:00,30,30,55,50,60,40,60
35290,10264,SC Braga,2012-02-22 00:00:00,53,46,53,53,52,23,48
35290,10264,SC Braga,2013-09-20 00:00:00,66,54,53,53,52,25,56
35290,10264,SC Braga,2014-09-19 00:00:00,53,55,53,65,39,25,56
35290,10264,SC Braga,2015-09-10 00:00:00,55,55,62,65,39,25,56
35292,10215,Académica de Coimbra,2010-02-22 00:00:00,30,30,50,60,55,30,30
35292,10215,Académica de Coimbra,2011-02-22 00:00:00,30,50,50,50,55,30,45
35292,10215,Académica de Coimbra,2012-02-22 00:00:00,45,44,55,57,60,52,38
35292,10215,Académica de Coimbra,2013-09-20 00:00:00,45,44,55,57,60,52,38
35292,10215,Académica de Coimbra,2014-09-19 00:00:00,52,44,55,51,60,39,38
35292,10215,Académica de Coimbra,2015-09-10 00:00:00,53,44,55,51,60,39,38
35293,7841,Rio Ave FC,2010-02-22 00:00:00,30,30,45,55,60,30,30
35293,7841,Rio Ave FC,2011-02-22 00:00:00,50,50,65,65,50,45,45
35293,7841,Rio Ave FC,2012-02-22 00:00:00,36,38,60,54,54,39,50
35293,7841,Rio Ave FC,2013-09-20 00:00:00,36,38,60,54,54,39,50
35293,7841,Rio Ave FC,2014-09-19 00:00:00,66,44,58,65,54,39,48
35293,7841,Rio Ave FC,2015-09-10 00:00:00,66,44,58,65,54,39,48
35294,9772,SL Benfica,2010-02-22 00:00:00,30,30,50,55,65,30,30
35294,9772,SL Benfica,2011-02-22 00:00:00,65,35,65,55,51,55,56
35294,9772,SL Benfica,2012-02-22 00:00:00,55,48,69,56,54,61,51
35294,9772,SL Benfica,2013-09-20 00:00:00,65,54,69,56,54,60,58
35294,9772,SL Benfica,2014-09-19 00:00:00,70,53,65,66,54,60,57
35294,9772,SL Benfica,2015-09-10 00:00:00,69,53,65,66,54,60,57
35295,6421,Leixões SC,2010-02-22 00:00:00,30,30,50,50,65,30,30
35296,10214,CD Nacional,2010-02-22 00:00:00,45,30,60,55,50,30,30
35296,10214,CD Nacional,2011-02-22 00:00:00,47,30,60,55,50,35,55
35296,10214,CD Nacional,2012-02-22 00:00:00,41,43,53,59,53,49,50
35296,10214,CD Nacional,2013-09-20 00:00:00,41,43,53,59,53,49,50
35296,10214,CD Nacional,2014-09-19 00:00:00,41,43,53,44,53,42,42
35296,10214,CD Nacional,2015-09-10 00:00:00,65,43,53,44,53,42,42
35297,9809,Naval 1° de Maio,2010-02-22 00:00:00,30,30,45,50,70,30,30
35297,9809,Naval 1° de Maio,2011-02-22 00:00:00,50,65,35,50,50,45,41
35298,10212,CS Marítimo,2010-02-22 00:00:00,30,30,55,50,65,30,30
35298,10212,CS Marítimo,2011-02-22 00:00:00,30,30,55,60,50,49,45
35298,10212,CS Marítimo,2012-02-22 00:00:00,38,44,54,76,55,38,49
35298,10212,CS Marítimo,2013-09-20 00:00:00,38,44,54,76,55,38,49
35298,10212,CS Marítimo,2014-09-19 00:00:00,67,66,67,64,55,37,45
35298,10212,CS Marítimo,2015-09-10 00:00:00,61,66,67,64,55,38,49
35769,9771,"União de Leiria, SAD",2010-02-22 00:00:00,50,50,50,50,50,50,50
35769,9771,"União de Leiria, SAD",2011-02-22 00:00:00,50,50,50,50,50,50,50
35769,9771,"União de Leiria, SAD",2012-02-22 00:00:00,36,36,52,50,46,53,45
35774,2033,S.C. Olhanense,2010-02-22 00:00:00,45,55,50,60,45,50,45
35774,2033,S.C. Olhanense,2011-02-22 00:00:00,65,55,50,50,65,50,45
35774,2033,S.C. Olhanense,2012-02-22 00:00:00,45,40,53,37,44,37,24
35774,2033,S.C. Olhanense,2013-09-20 00:00:00,45,52,53,37,43,37,31
35774,2033,S.C. Olhanense,2014-09-19 00:00:00,45,40,53,37,44,37,24
36253,10211,SC Beira Mar,2011-02-22 00:00:00,48,46,50,50,57,47,55
36253,10211,SC Beira Mar,2012-02-22 00:00:00,39,48,53,53,59,37,52
36253,10211,SC Beira Mar,2013-09-20 00:00:00,39,48,53,53,59,37,52
36735,9764,Gil Vicente FC,2012-02-22 00:00:00,46,41,54,52,46,39,57
36735,9764,Gil Vicente FC,2013-09-20 00:00:00,46,41,54,52,46,39,57
36735,9764,Gil Vicente FC,2014-09-19 00:00:00,65,41,54,47,46,39,40
36735,9764,Gil Vicente FC,2015-09-10 00:00:00,68,41,54,47,46,39,40
37210,8348,Moreirense FC,2013-09-20 00:00:00,38,43,51,54,39,44,46
37210,8348,Moreirense FC,2015-09-10 00:00:00,38,43,51,54,39,44,46
37214,7842,Estoril Praia,2013-09-20 00:00:00,66,52,47,53,39,46,49
37214,7842,Estoril Praia,2014-09-19 00:00:00,66,52,47,53,39,46,49
37214,7842,Estoril Praia,2015-09-10 00:00:00,59,52,47,53,39,46,49
37696,158085,FC Arouca,2014-09-19 00:00:00,69,39,55,59,46,35,37
37696,158085,FC Arouca,2015-09-10 00:00:00,65,39,55,59,46,37,39
38173,6547,FC Penafiel,2015-09-10 00:00:00,54,39,52,56,38,40,35
38176,8613,Boavista FC,2015-09-10 00:00:00,47,50,37,38,53,32,62
39387,8596,Falkirk,2010-02-22 00:00:00,70,70,60,70,70,60,70
39388,8548,Rangers,2010-02-22 00:00:00,65,50,70,70,70,60,70
39388,8548,Rangers,2011-02-22 00:00:00,51,33,48,67,79,46,47
39388,8548,Rangers,2012-02-22 00:00:00,45,45,38,62,60,48,48
39388,8548,Rangers,2013-09-20 00:00:00,55,45,38,52,60,48,48
39388,8548,Rangers,2014-09-19 00:00:00,45,45,38,62,60,48,48
39388,8548,Rangers,2015-09-10 00:00:00,45,55,38,62,53,48,48
39389,9860,Heart of Midlothian,2010-02-22 00:00:00,70,70,70,70,70,60,70
39389,9860,Heart of Midlothian,2011-02-22 00:00:00,66,53,53,68,66,56,68
39389,9860,Heart of Midlothian,2012-02-22 00:00:00,55,62,55,60,60,50,52
39389,9860,Heart of Midlothian,2013-09-20 00:00:00,52,53,59,60,64,52,53
39389,9860,Heart of Midlothian,2014-09-19 00:00:00,55,62,55,61,60,49,52
39390,9927,Motherwell,2010-02-22 00:00:00,70,70,70,70,65,60,70
39390,9927,Motherwell,2011-02-22 00:00:00,48,49,52,52,48,47,46
39390,9927,Motherwell,2012-02-22 00:00:00,70,55,40,46,60,38,42
39390,9927,Motherwell,2013-09-20 00:00:00,67,54,49,47,58,39,43
39390,9927,Motherwell,2014-09-19 00:00:00,70,55,42,47,60,41,43
39390,9927,Motherwell,2015-09-10 00:00:00,64,55,44,45,27,37,44
39391,8597,Kilmarnock,2010-02-22 00:00:00,70,70,70,70,65,60,70
39391,8597,Kilmarnock,2011-02-22 00:00:00,36,36,37,52,51,48,43
39391,8597,Kilmarnock,2012-02-22 00:00:00,56,61,55,48,46,43,43
39391,8597,Kilmarnock,2013-09-20 00:00:00,53,54,55,50,49,47,49
39391,8597,Kilmarnock,2014-09-19 00:00:00,56,61,56,48,46,44,44
39391,8597,Kilmarnock,2015-09-10 00:00:00,50,60,49,62,47,46,46
39392,10251,Hibernian,2010-02-22 00:00:00,70,70,60,70,70,60,70
39392,10251,Hibernian,2011-02-22 00:00:00,48,51,52,64,52,47,47
39392,10251,Hibernian,2012-02-22 00:00:00,55,44,46,48,44,42,40
39392,10251,Hibernian,2013-09-20 00:00:00,60,46,58,48,44,47,46
39392,10251,Hibernian,2014-09-19 00:00:00,55,44,47,43,49,43,41
39393,8485,Aberdeen,2010-02-22 00:00:00,70,70,70,70,70,60,70
39393,8485,Aberdeen,2011-02-22 00:00:00,47,52,53,48,52,47,47
39393,8485,Aberdeen,2012-02-22 00:00:00,58,62,45,70,55,40,40
39393,8485,Aberdeen,2013-09-20 00:00:00,62,45,40,50,55,42,42
39393,8485,Aberdeen,2014-09-19 00:00:00,58,62,56,68,57,41,42
39393,8485,Aberdeen,2015-09-10 00:00:00,59,53,51,72,63,49,45
39394,8066,Inverness Caledonian Thistle,2011-02-22 00:00:00,36,67,66,37,51,37,57
39394,8066,Inverness Caledonian Thistle,2012-02-22 00:00:00,61,59,48,52,54,40,40
39394,8066,Inverness Caledonian Thistle,2013-09-20 00:00:00,35,54,56,54,61,47,46
39394,8066,Inverness Caledonian Thistle,2014-09-19 00:00:00,61,59,50,57,55,43,41
39394,8066,Inverness Caledonian Thistle,2015-09-10 00:00:00,48,32,57,48,69,44,44
39395,9925,Celtic,2010-02-22 00:00:00,70,70,65,70,70,60,70
39395,9925,Celtic,2011-02-22 00:00:00,54,52,52,67,51,46,46
39395,9925,Celtic,2012-02-22 00:00:00,70,58,54,58,60,50,50
39395,9925,Celtic,2013-09-20 00:00:00,50,53,57,58,60,55,51
39395,9925,Celtic,2014-09-19 00:00:00,70,58,55,61,62,51,54
39395,9925,Celtic,2015-09-10 00:00:00,54,53,51,51,62,58,55
39396,9800,St. Mirren,2010-02-22 00:00:00,70,70,70,70,70,60,70
39396,9800,St. Mirren,2011-02-22 00:00:00,48,48,52,48,48,43,44
39396,9800,St. Mirren,2012-02-22 00:00:00,60,75,62,45,60,50,48
39396,9800,St. Mirren,2013-09-20 00:00:00,42,43,47,46,60,53,49
39396,9800,St. Mirren,2014-09-19 00:00:00,58,70,62,56,61,50,49
39396,9800,St. Mirren,2015-09-10 00:00:00,38,33,53,58,53,60,58
39397,8429,Hamilton Academical FC,2010-02-22 00:00:00,70,70,70,70,60,60,65
39397,8429,Hamilton Academical FC,2011-02-22 00:00:00,66,52,52,53,34,46,47
39397,8429,Hamilton Academical FC,2015-09-10 00:00:00,48,47,73,53,71,55,48
39398,9938,Dundee United,2010-02-22 00:00:00,70,70,65,70,70,60,70
39398,9938,Dundee United,2011-02-22 00:00:00,68,53,67,53,67,57,57
39398,9938,Dundee United,2012-02-22 00:00:00,60,60,50,50,35,40,38
39398,9938,Dundee United,2013-09-20 00:00:00,53,52,55,53,42,41,41
39398,9938,Dundee United,2014-09-19 00:00:00,60,60,52,55,38,41,40
39398,9938,Dundee United,2015-09-10 00:00:00,60,53,55,49,45,48,42
39853,8467,St. Johnstone FC,2010-02-22 00:00:00,70,50,50,50,50,30,70
39853,8467,St. Johnstone FC,2011-02-22 00:00:00,67,48,47,47,54,33,47
39853,8467,St. Johnstone FC,2012-02-22 00:00:00,57,57,46,48,38,42,38
39853,8467,St. Johnstone FC,2013-09-20 00:00:00,60,58,48,49,38,44,42
39853,8467,St. Johnstone FC,2014-09-19 00:00:00,56,57,47,49,40,40,40
39853,8467,St. Johnstone FC,2015-09-10 00:00:00,62,48,47,49,40,37,48
40757,8457,Dunfermline Athletic,2012-02-22 00:00:00,55,60,46,68,54,42,43
41216,8284,Dundee FC,2013-09-20 00:00:00,50,49,38,60,53,48,47
41216,8284,Dundee FC,2015-09-10 00:00:00,47,48,32,61,65,50,44
41217,8649,Ross County FC,2013-09-20 00:00:00,35,62,50,36,50,40,56
41217,8649,Ross County FC,2014-09-19 00:00:00,34,34,44,38,38,39,51
41217,8649,Ross County FC,2015-09-10 00:00:00,45,60,46,49,58,36,53
41673,8426,Partick Thistle F.C.,2014-09-19 00:00:00,48,37,49,50,52,47,44
41673,8426,Partick Thistle F.C.,2015-09-10 00:00:00,48,47,47,53,60,46,46
43035,10267,Valencia CF,2010-02-22 00:00:00,30,30,55,60,70,55,60
43035,10267,Valencia CF,2011-02-22 00:00:00,41,40,56,55,64,40,48
43035,10267,Valencia CF,2012-02-22 00:00:00,20,35,38,56,55,51,38
43035,10267,Valencia CF,2013-09-20 00:00:00,20,35,38,56,55,51,38
43035,10267,Valencia CF,2014-09-19 00:00:00,30,35,38,56,55,51,38
43035,10267,Valencia CF,2015-09-10 00:00:00,35,35,37,51,58,49,45
43036,8661,RCD Mallorca,2010-02-22 00:00:00,40,40,50,40,50,45,40
43036,8661,RCD Mallorca,2011-02-22 00:00:00,53,52,55,52,53,47,48
43036,8661,RCD Mallorca,2012-02-22 00:00:00,58,57,53,57,53,59,41
43036,8661,RCD Mallorca,2013-09-20 00:00:00,62,57,53,57,53,59,41
43036,8661,RCD Mallorca,2014-09-19 00:00:00,62,57,53,57,53,59,41
43036,8661,RCD Mallorca,2015-09-10 00:00:00,62,57,53,57,53,59,41
43037,8371,CA Osasuna,2010-02-22 00:00:00,35,35,45,65,55,30,65
43037,8371,CA Osasuna,2011-02-22 00:00:00,55,54,56,69,68,48,61
43037,8371,CA Osasuna,2012-02-22 00:00:00,34,52,55,59,54,47,52
43037,8371,CA Osasuna,2013-09-20 00:00:00,38,52,55,59,54,47,52
43037,8371,CA Osasuna,2014-09-19 00:00:00,38,52,55,59,54,47,52
43037,8371,CA Osasuna,2015-09-10 00:00:00,38,52,55,59,54,47,52
43038,10205,Villarreal CF,2010-02-22 00:00:00,64,30,55,35,70,65,30
43038,10205,Villarreal CF,2011-02-22 00:00:00,42,41,53,38,70,50,48
43038,10205,Villarreal CF,2012-02-22 00:00:00,20,26,43,57,58,51,51
43038,10205,Villarreal CF,2013-09-20 00:00:00,24,26,43,57,58,51,51
43038,10205,Villarreal CF,2014-09-19 00:00:00,35,35,43,57,58,51,51
43038,10205,Villarreal CF,2015-09-10 00:00:00,48,36,36,52,55,47,48
43039,9783,RC Deportivo de La Coruña,2010-02-22 00:00:00,30,30,30,45,65,35,35
43039,9783,RC Deportivo de La Coruña,2011-02-22 00:00:00,56,42,57,69,61,38,44
43039,9783,RC Deportivo de La Coruña,2012-02-22 00:00:00,56,46,38,52,68,45,50
43039,9783,RC Deportivo de La Coruña,2013-09-20 00:00:00,56,46,38,52,68,45,50
43039,9783,RC Deportivo de La Coruña,2014-09-19 00:00:00,56,46,38,52,68,45,50
43039,9783,RC Deportivo de La Coruña,2015-09-10 00:00:00,53,47,38,52,55,45,50
43040,8633,Real Madrid CF,2010-02-22 00:00:00,55,30,70,60,70,65,40
43040,8633,Real Madrid CF,2011-02-22 00:00:00,54,39,67,60,67,68,55
43040,8633,Real Madrid CF,2012-02-22 00:00:00,45,35,71,54,73,49,60
43040,8633,Real Madrid CF,2013-09-20 00:00:00,50,41,68,54,72,39,49
43040,8633,Real Madrid CF,2014-09-19 00:00:00,50,41,68,54,69,39,49
43040,8633,Real Madrid CF,2015-09-10 00:00:00,50,46,61,41,63,52,60
43041,8388,CD Numancia,2010-02-22 00:00:00,55,40,50,55,55,30,55
43041,8388,CD Numancia,2011-02-22 00:00:00,71,53,38,53,53,40,49
43041,8388,CD Numancia,2012-02-22 00:00:00,44,45,54,41,57,50,46
43041,8388,CD Numancia,2013-09-20 00:00:00,44,45,54,41,57,50,46
43041,8388,CD Numancia,2014-09-19 00:00:00,44,45,54,41,57,50,46
43041,8388,CD Numancia,2015-09-10 00:00:00,44,45,54,41,57,50,46
43042,8634,FC Barcelona,2010-02-22 00:00:00,42,30,65,40,70,70,30
43042,8634,FC Barcelona,2011-02-22 00:00:00,43,34,59,25,68,67,43
43042,8634,FC Barcelona,2012-02-22 00:00:00,24,25,37,24,54,66,63
43042,8634,FC Barcelona,2013-09-20 00:00:00,35,32,37,31,35,61,63
43042,8634,FC Barcelona,2014-09-19 00:00:00,35,32,37,31,35,61,63
43042,8634,FC Barcelona,2015-09-10 00:00:00,36,51,36,49,56,61,65
43043,8696,Racing Santander,2010-02-22 00:00:00,45,55,70,70,65,45,55
43043,8696,Racing Santander,2011-02-22 00:00:00,53,56,73,72,39,47,37
43043,8696,Racing Santander,2012-02-22 00:00:00,43,44,61,71,50,50,50
43043,8696,Racing Santander,2013-09-20 00:00:00,47,44,61,71,50,50,50
43043,8696,Racing Santander,2015-09-10 00:00:00,48,47,53,53,53,51,47
43044,8302,Sevilla FC,2010-02-22 00:00:00,30,30,70,60,70,60,70
43044,8302,Sevilla FC,2011-02-22 00:00:00,68,58,68,67,71,57,58
43044,8302,Sevilla FC,2012-02-22 00:00:00,61,65,53,57,38,38,49
43044,8302,Sevilla FC,2013-09-20 00:00:00,65,65,53,57,38,38,49
43044,8302,Sevilla FC,2014-09-19 00:00:00,65,65,53,57,38,38,49
43044,8302,Sevilla FC,2015-09-10 00:00:00,53,53,53,52,60,42,48
43045,9869,Real Sporting de Gijón,2010-02-22 00:00:00,70,55,65,50,70,70,70
43045,9869,Real Sporting de Gijón,2011-02-22 00:00:00,68,53,67,51,65,58,51
43045,9869,Real Sporting de Gijón,2012-02-22 00:00:00,51,43,68,61,44,36,60
43045,9869,Real Sporting de Gijón,2013-09-20 00:00:00,55,43,68,61,44,36,60
43045,9869,Real Sporting de Gijón,2014-09-19 00:00:00,55,43,68,61,44,36,60
43045,9869,Real Sporting de Gijón,2015-09-10 00:00:00,55,50,62,59,38,45,54
43046,8305,Getafe CF,2010-02-22 00:00:00,30,35,35,50,70,40,30
43046,8305,Getafe CF,2011-02-22 00:00:00,54,45,38,54,57,59,39
43046,8305,Getafe CF,2012-02-22 00:00:00,25,40,58,42,52,49,45
43046,8305,Getafe CF,2013-09-20 00:00:00,29,40,58,42,52,49,45
43046,8305,Getafe CF,2014-09-19 00:00:00,35,40,58,42,52,49,45
43046,8305,Getafe CF,2015-09-10 00:00:00,34,38,55,39,49,43,42
43047,8603,Real Betis Balompié,2010-02-22 00:00:00,45,45,30,50,55,50,45
43047,8603,Real Betis Balompié,2011-02-22 00:00:00,37,51,68,66,72,42,40
43047,8603,Real Betis Balompié,2012-02-22 00:00:00,55,37,59,43,53,58,49
43047,8603,Real Betis Balompié,2013-09-20 00:00:00,59,37,59,43,53,58,49
43047,8603,Real Betis Balompié,2014-09-19 00:00:00,59,37,59,43,53,58,49
43047,8603,Real Betis Balompié,2015-09-10 00:00:00,59,37,59,43,53,58,49
43048,8479,RC Recreativo,2010-02-22 00:00:00,50,40,40,40,50,35,55
43048,8479,RC Recreativo,2011-02-22 00:00:00,45,58,41,42,52,39,39
43048,8479,RC Recreativo,2012-02-22 00:00:00,41,54,67,50,23,40,49
43048,8479,RC Recreativo,2013-09-20 00:00:00,41,54,45,50,23,40,49
43048,8479,RC Recreativo,2014-09-19 00:00:00,41,54,45,50,35,40,49
43048,8479,RC Recreativo,2015-09-10 00:00:00,37,43,30,42,37,40,49
43049,8558,RCD Espanyol,2010-02-22 00:00:00,55,40,70,55,70,70,50
43049,8558,RCD Espanyol,2011-02-22 00:00:00,68,55,72,70,54,51,58
43049,8558,RCD Espanyol,2012-02-22 00:00:00,46,44,52,60,40,37,40
43049,8558,RCD Espanyol,2013-09-20 00:00:00,50,44,52,60,40,37,40
43049,8558,RCD Espanyol,2014-09-19 00:00:00,50,44,52,60,40,37,40
43049,8558,RCD Espanyol,2015-09-10 00:00:00,50,44,52,60,40,37,40
43050,10281,Real Valladolid,2010-02-22 00:00:00,55,40,45,30,60,30,65
43050,10281,Real Valladolid,2011-02-22 00:00:00,54,55,44,60,62,43,52
43050,10281,Real Valladolid,2012-02-22 00:00:00,55,54,58,73,41,51,50
43050,10281,Real Valladolid,2013-09-20 00:00:00,55,54,58,73,41,51,50
43050,10281,Real Valladolid,2014-09-19 00:00:00,55,54,58,68,41,51,50
43050,10281,Real Valladolid,2015-09-10 00:00:00,43,65,39,51,57,47,40
43051,8315,Athletic Club de Bilbao,2010-02-22 00:00:00,60,45,35,70,55,30,70
43051,8315,Athletic Club de Bilbao,2011-02-22 00:00:00,70,69,55,72,57,48,67
43051,8315,Athletic Club de Bilbao,2012-02-22 00:00:00,42,59,36,78,59,37,60
43051,8315,Athletic Club de Bilbao,2013-09-20 00:00:00,46,38,52,73,37,37,60
43051,8315,Athletic Club de Bilbao,2014-09-19 00:00:00,46,38,52,68,37,37,60
43051,8315,Athletic Club de Bilbao,2015-09-10 00:00:00,46,39,50,60,36,49,57
43052,9865,UD Almería,2010-02-22 00:00:00,65,45,45,45,70,70,65
43052,9865,UD Almería,2011-02-22 00:00:00,55,53,57,54,69,58,68
43052,9865,UD Almería,2012-02-22 00:00:00,42,70,57,54,40,37,53
43052,9865,UD Almería,2013-09-20 00:00:00,46,65,57,54,40,37,53
43052,9865,UD Almería,2014-09-19 00:00:00,46,65,57,54,40,37,53
43052,9865,UD Almería,2015-09-10 00:00:00,46,65,57,54,40,37,53
43053,9906,Atlético Madrid,2010-02-22 00:00:00,64,30,65,50,70,70,34
43053,9906,Atlético Madrid,2011-02-22 00:00:00,57,54,58,69,79,58,48
43053,9906,Atlético Madrid,2012-02-22 00:00:00,47,51,67,63,54,52,37
43053,9906,Atlético Madrid,2013-09-20 00:00:00,47,51,70,65,54,52,37
43053,9906,Atlético Madrid,2014-09-19 00:00:00,47,51,67,67,54,52,37
43053,9906,Atlético Madrid,2015-09-10 00:00:00,57,50,61,62,49,49,42
43054,9864,Málaga CF,2010-02-22 00:00:00,60,55,40,45,70,45,65
43054,9864,Málaga CF,2011-02-22 00:00:00,58,54,54,55,61,45,47
43054,9864,Málaga CF,2012-02-22 00:00:00,41,36,72,69,50,64,58
43054,9864,Málaga CF,2013-09-20 00:00:00,45,36,72,69,50,64,58
43054,9864,Málaga CF,2014-09-19 00:00:00,45,36,69,69,50,64,58
43054,9864,Málaga CF,2015-09-10 00:00:00,42,36,41,40,50,47,37
43800,9868,Xerez Club Deportivo,2010-02-22 00:00:00,30,30,45,35,70,45,50
43800,9868,Xerez Club Deportivo,2011-02-22 00:00:00,40,58,56,54,49,46,52
43800,9868,Xerez Club Deportivo,2012-02-22 00:00:00,60,44,40,57,41,49,54
43800,9868,Xerez Club Deportivo,2013-09-20 00:00:00,60,44,40,57,41,49,54
43803,8394,Real Zaragoza,2010-02-22 00:00:00,30,30,50,35,70,40,30
43803,8394,Real Zaragoza,2011-02-22 00:00:00,43,40,46,38,42,38,40
43803,8394,Real Zaragoza,2012-02-22 00:00:00,34,23,53,56,57,51,46
43803,8394,Real Zaragoza,2013-09-20 00:00:00,38,23,53,56,57,51,46
43803,8394,Real Zaragoza,2014-09-19 00:00:00,38,35,53,56,57,51,46
43803,8394,Real Zaragoza,2015-09-10 00:00:00,52,50,52,56,57,48,43
43804,9867,CD Tenerife,2010-02-22 00:00:00,30,30,45,30,65,50,30
43804,9867,CD Tenerife,2011-02-22 00:00:00,56,51,68,52,60,57,50
43804,9867,CD Tenerife,2014-09-19 00:00:00,56,57,56,51,54,52,50
43804,9867,CD Tenerife,2015-09-10 00:00:00,56,57,56,51,54,52,50
44557,10278,Hércules Club de Fútbol,2010-02-22 00:00:00,40,30,50,35,70,35,35
44557,10278,Hércules Club de Fútbol,2011-02-22 00:00:00,54,55,53,40,59,48,58
44557,10278,Hércules Club de Fútbol,2012-02-22 00:00:00,53,54,60,58,60,50,52
44557,10278,Hércules Club de Fútbol,2013-09-20 00:00:00,53,54,60,58,60,50,52
